Shipment ID,Order ID,Sender ID,Receiver ID,Sender Location,Receiver Location,Courier Service,Delivery Hub,Shipment Weight (kg),Distance (km),Estimated Delivery (days),Actual Delivery (days),Shipment Status,Current Location,Shipping Cost,Payment Status,Tracking Number,Customer Rating,Review Comments
SHIP340621,ORD345343,SND2760,RCV5123,Kolkata,Pune,India Post,Hyderabad Hub,16.39,86.92,5,7,Out for Delivery,Ahmedabad,702.35,Failed,TRK755447,,
SHIP314350,ORD890027,SND7632,RCV1522,Ahmedabad,Chennai,UPS,Bangalore Hub,9.98,484.03,4,5,In Transit,Bangalore,985.47,Pending,TRK683742,,
SHIP731004,ORD412358,SND1522,RCV5871,Delhi,Hyderabad,Amazon Logistics,Kolkata Hub,0.61,178.5,1,4,Lost,Chennai,477.42,Pending,TRK206367,,
SHIP869962,ORD749926,SND1239,RCV3989,Hyderabad,Ahmedabad,DHL,Delhi Hub,13.58,1196.76,5,5,Delayed,Kolkata,989.55,Failed,TRK238527,,
SHIP768669,ORD320677,SND9622,RCV9322,Ahmedabad,Kolkata,DHL,Chennai Hub,2.86,926.67,8,8,Delivered,Kolkata,1606.04,Failed,TRK620703,2.7,
SHIP287459,ORD817707,SND1671,RCV9139,Ahmedabad,Kolkata,DHL,Mumbai Hub,2.36,1763.06,10,10,Returned,Kolkata,750.54,Failed,TRK309327,,
SHIP731027,ORD322117,SND4458,RCV9453,Mumbai,Bangalore,DTDC,Chennai Hub,11.26,535.32,3,5,Delayed,Bangalore,1163.29,Paid,TRK984148,,
SHIP434022,ORD619363,SND6426,RCV2700,Hyderabad,Hyderabad,India Post,Delhi Hub,19.72,789.65,2,4,Out for Delivery,Delhi,1007.11,Paid,TRK501614,,
SHIP843614,ORD356953,SND7964,RCV9144,Bangalore,Pune,India Post,Delhi Hub,9.08,1439.8,9,7,In Transit,Ahmedabad,1348.82,Paid,TRK225892,,
SHIP801417,ORD834928,SND4900,RCV3657,Pune,Mumbai,DTDC,Delhi Hub,14.4,1421.9,10,9,Returned,Bangalore,943.19,Failed,TRK740221,,
SHIP798948,ORD995223,SND5708,RCV6438,Bangalore,Delhi,UPS,Mumbai Hub,6.21,189.48,8,6,Delayed,Ahmedabad,1033.63,Pending,TRK493750,,
SHIP842835,ORD106739,SND8983,RCV2074,Delhi,Hyderabad,FedEx,Chennai Hub,0.9,685.48,9,9,Out for Delivery,Hyderabad,1151.72,Pending,TRK174724,,
SHIP287565,ORD176757,SND3278,RCV3916,Ahmedabad,Bangalore,India Post,Kolkata Hub,17.92,1331.32,9,9,Delayed,Bangalore,416.02,Pending,TRK519055,,
SHIP415251,ORD179956,SND8549,RCV6902,Kolkata,Hyderabad,FedEx,Kolkata Hub,3.91,1232.82,5,8,Returned,Chennai,1444,Paid,TRK942471,,
SHIP639510,ORD524375,SND6697,RCV9666,Kolkata,Bangalore,FedEx,Kolkata Hub,13.17,1252.59,9,11,Returned,Kolkata,1044.36,Paid,TRK929106,,
SHIP498078,ORD287214,SND1747,RCV4040,Hyderabad,Mumbai,Blue Dart,Bangalore Hub,17.64,1262.95,10,12,Out for Delivery,Hyderabad,1311.48,Failed,TRK173389,,
SHIP450967,ORD545666,SND9351,RCV5668,Ahmedabad,Pune,FedEx,Kolkata Hub,17.73,1963.07,10,12,Returned,Delhi,279.73,Failed,TRK615886,,
SHIP220749,ORD615301,SND1405,RCV9648,Hyderabad,Mumbai,DTDC,Delhi Hub,0.5,283.9,2,4,Returned,Chennai,72.84,Failed,TRK468020,,
SHIP751651,ORD668655,SND2496,RCV2488,Ahmedabad,Chennai,DHL,Bangalore Hub,8.61,832.2,5,5,In Transit,Delhi,152.97,Paid,TRK820625,,
SHIP974637,ORD673261,SND3413,RCV3775,Hyderabad,Chennai,DTDC,Hyderabad Hub,19.91,1359.1,8,11,Returned,Hyderabad,767.55,Pending,TRK427396,,
SHIP336549,ORD917536,SND1719,RCV3447,Kolkata,Mumbai,India Post,Chennai Hub,4.22,354.4,1,2,In Transit,Kolkata,603.13,Pending,TRK975056,,
SHIP792218,ORD648831,SND9533,RCV8150,Hyderabad,Pune,India Post,Mumbai Hub,5.56,1552.02,7,8,In Transit,Hyderabad,120.11,Pending,TRK121938,,
SHIP165694,ORD642042,SND8766,RCV5678,Hyderabad,Delhi,DHL,Kolkata Hub,2.99,519.76,8,10,Returned,Ahmedabad,239.9,Paid,TRK689725,,
SHIP666925,ORD336029,SND3390,RCV6429,Hyderabad,Kolkata,DHL,Mumbai Hub,1.29,1530.92,5,7,Returned,Pune,1989.57,Failed,TRK400856,,
SHIP374279,ORD679850,SND3578,RCV3753,Mumbai,Chennai,Amazon Logistics,Mumbai Hub,3.51,1365.71,1,4,Returned,Delhi,439.57,Failed,TRK386643,,
SHIP113414,ORD157711,SND9496,RCV8085,Bangalore,Hyderabad,Amazon Logistics,Hyderabad Hub,1.25,1929.09,3,5,Lost,Chennai,976.92,Paid,TRK566243,,
SHIP848439,ORD957701,SND5778,RCV6433,Pune,Mumbai,UPS,Chennai Hub,16.27,307.64,3,3,Delivered,Mumbai,897.32,Failed,TRK604600,4.6,Late delivery
SHIP730543,ORD211120,SND9280,RCV9927,Delhi,Hyderabad,DTDC,Mumbai Hub,0.85,487.75,10,8,In Transit,Pune,824.69,Failed,TRK992705,,
SHIP275067,ORD814445,SND1215,RCV2868,Delhi,Hyderabad,FedEx,Bangalore Hub,5.14,1463.36,3,4,In Transit,Bangalore,1355.62,Pending,TRK786208,,
SHIP869937,ORD950522,SND9964,RCV4712,Delhi,Chennai,Amazon Logistics,Kolkata Hub,8.66,1812.62,4,3,Delivered,Chennai,1262.62,Pending,TRK707430,1.2,Great experience
SHIP635883,ORD395114,SND4756,RCV8542,Chennai,Delhi,FedEx,Kolkata Hub,16.76,213.8,1,-1,Out for Delivery,Bangalore,291.78,Paid,TRK264719,,
SHIP379706,ORD128174,SND5485,RCV9151,Pune,Hyderabad,India Post,Hyderabad Hub,10.29,690.93,10,8,Delivered,Hyderabad,1961.98,Pending,TRK971024,1.6,Late delivery
SHIP589645,ORD616400,SND4350,RCV3968,Chennai,Mumbai,DTDC,Mumbai Hub,12.47,1978.76,8,10,Lost,Hyderabad,1137.11,Paid,TRK907970,,
SHIP152785,ORD915444,SND3678,RCV2296,Hyderabad,Delhi,DTDC,Delhi Hub,5.16,1560.48,7,6,In Transit,Bangalore,78.84,Pending,TRK733715,,
SHIP701401,ORD700590,SND2712,RCV7584,Delhi,Pune,FedEx,Delhi Hub,16.47,588.56,5,5,Out for Delivery,Kolkata,1070.42,Paid,TRK689588,,
SHIP232269,ORD674128,SND9308,RCV7160,Bangalore,Mumbai,DHL,Hyderabad Hub,7.71,800.07,7,10,Delivered,Mumbai,1853.88,Failed,TRK931756,4.2,Great experience
SHIP449452,ORD294065,SND3819,RCV2736,Bangalore,Kolkata,Amazon Logistics,Mumbai Hub,7.7,1068.41,9,7,Delayed,Chennai,650.91,Pending,TRK795153,,
SHIP960041,ORD470665,SND7663,RCV2596,Chennai,Ahmedabad,DHL,Delhi Hub,4.96,42.41,8,7,Delayed,Ahmedabad,765.6,Paid,TRK359685,,
SHIP941936,ORD481774,SND5974,RCV1833,Mumbai,Pune,India Post,Mumbai Hub,8.55,1325.11,6,7,Out for Delivery,Delhi,1014.52,Failed,TRK127996,,
SHIP256230,ORD390578,SND8450,RCV2933,Pune,Mumbai,UPS,Bangalore Hub,19.39,558.78,4,5,In Transit,Kolkata,188.07,Pending,TRK297911,,
SHIP572147,ORD291857,SND6563,RCV1791,Pune,Hyderabad,Amazon Logistics,Kolkata Hub,16.97,1446.28,10,11,Delayed,Ahmedabad,701.7,Failed,TRK635717,,
SHIP855410,ORD545478,SND2363,RCV4523,Delhi,Kolkata,DHL,Delhi Hub,3.12,1885.57,10,11,Delivered,Kolkata,1292.25,Paid,TRK234126,2.6,On-time service
SHIP822856,ORD922545,SND9655,RCV1512,Pune,Kolkata,FedEx,Delhi Hub,8.19,333.54,7,9,Delayed,Delhi,268.21,Pending,TRK599837,,
SHIP464075,ORD490805,SND9237,RCV8010,Chennai,Delhi,India Post,Chennai Hub,7.6,1788.52,9,7,Out for Delivery,Pune,1041.52,Paid,TRK963381,,
SHIP266996,ORD395752,SND7523,RCV2893,Delhi,Ahmedabad,FedEx,Kolkata Hub,5.92,819.77,4,2,Out for Delivery,Mumbai,1149.56,Paid,TRK362923,,
SHIP558727,ORD299805,SND6971,RCV1066,Mumbai,Ahmedabad,Blue Dart,Kolkata Hub,18.5,828.31,9,12,Returned,Chennai,1281.91,Pending,TRK104937,,
SHIP697843,ORD881427,SND8046,RCV2090,Kolkata,Chennai,DHL,Chennai Hub,4.13,1852.62,6,6,Returned,Kolkata,1158.47,Failed,TRK190514,,
SHIP229707,ORD110192,SND8794,RCV6361,Chennai,Delhi,Amazon Logistics,Kolkata Hub,15.53,1815.67,1,3,Delayed,Mumbai,1143.6,Paid,TRK240400,,
SHIP590967,ORD505134,SND7547,RCV4136,Bangalore,Hyderabad,UPS,Kolkata Hub,15.24,1280.44,3,5,Returned,Ahmedabad,1463.33,Pending,TRK537446,,
SHIP930753,ORD900450,SND2445,RCV6085,Hyderabad,Hyderabad,FedEx,Delhi Hub,6.65,523.17,9,12,Lost,Pune,883.08,Pending,TRK606411,,
SHIP947072,ORD914549,SND3226,RCV5628,Kolkata,Kolkata,Blue Dart,Delhi Hub,11.02,777.13,3,1,Out for Delivery,Ahmedabad,207.22,Paid,TRK517906,,
SHIP541650,ORD857764,SND2111,RCV4389,Pune,Delhi,Blue Dart,Kolkata Hub,5.07,1789.79,4,2,Delayed,Chennai,168.9,Failed,TRK163229,,
SHIP391812,ORD664612,SND4979,RCV8116,Pune,Chennai,DTDC,Delhi Hub,5.05,1422.93,3,2,Delayed,Mumbai,628.63,Failed,TRK583010,,
SHIP955078,ORD887158,SND9827,RCV9535,Mumbai,Kolkata,DTDC,Chennai Hub,8.64,1272.39,7,8,Out for Delivery,Kolkata,1263.48,Paid,TRK952979,,
SHIP620171,ORD920578,SND6235,RCV5448,Hyderabad,Delhi,Blue Dart,Bangalore Hub,8.93,964.97,1,2,Returned,Chennai,1924.75,Failed,TRK675662,,
SHIP252121,ORD531782,SND5275,RCV3687,Ahmedabad,Kolkata,DHL,Mumbai Hub,15.97,354.39,2,2,Returned,Bangalore,1985.24,Pending,TRK455570,,
SHIP754333,ORD533136,SND5707,RCV3579,Pune,Ahmedabad,DHL,Kolkata Hub,11.83,508.39,8,6,Delayed,Kolkata,396.28,Pending,TRK317542,,
SHIP648338,ORD483597,SND9269,RCV3461,Pune,Ahmedabad,UPS,Chennai Hub,18.21,34.99,4,4,Out for Delivery,Bangalore,1015.48,Failed,TRK967875,,
SHIP302156,ORD877928,SND7582,RCV1442,Mumbai,Pune,UPS,Mumbai Hub,17.6,85.88,4,2,Out for Delivery,Ahmedabad,794.12,Paid,TRK907336,,
SHIP887511,ORD401056,SND9947,RCV3171,Ahmedabad,Mumbai,DHL,Mumbai Hub,10.64,1572.29,3,1,Out for Delivery,Chennai,1684.37,Failed,TRK867803,,
SHIP493834,ORD184156,SND1051,RCV6508,Mumbai,Bangalore,Amazon Logistics,Bangalore Hub,14.42,529.95,10,8,Lost,Bangalore,1871.65,Paid,TRK166639,,
SHIP912889,ORD947426,SND4148,RCV9006,Delhi,Bangalore,UPS,Kolkata Hub,14.96,1529.53,1,2,Delivered,Bangalore,956.37,Pending,TRK789239,4.9,Fast delivery!
SHIP398247,ORD690529,SND1476,RCV5986,Delhi,Chennai,DHL,Kolkata Hub,13.76,1801.36,6,6,Returned,Mumbai,695.52,Paid,TRK203502,,
SHIP196181,ORD539418,SND3333,RCV8829,Hyderabad,Chennai,Blue Dart,Bangalore Hub,3.06,341.62,3,5,Delivered,Chennai,1742.42,Failed,TRK784148,1.5,
SHIP726331,ORD166688,SND1607,RCV8626,Pune,Delhi,Amazon Logistics,Mumbai Hub,7.86,1485.75,7,5,Delayed,Kolkata,382.75,Failed,TRK494939,,
SHIP723535,ORD556891,SND6891,RCV7495,Delhi,Hyderabad,India Post,Mumbai Hub,3.29,1672.86,9,8,In Transit,Delhi,1041,Failed,TRK164127,,
SHIP476328,ORD589795,SND5445,RCV4490,Ahmedabad,Hyderabad,India Post,Chennai Hub,15.87,124.41,9,10,Out for Delivery,Kolkata,699.97,Paid,TRK327251,,
SHIP444283,ORD117078,SND8932,RCV8831,Chennai,Kolkata,DTDC,Chennai Hub,2.44,169.62,7,7,Lost,Hyderabad,1826.12,Failed,TRK146771,,
SHIP549731,ORD311154,SND9602,RCV9925,Hyderabad,Kolkata,Amazon Logistics,Hyderabad Hub,12.27,905.55,3,2,Returned,Pune,215.7,Failed,TRK843788,,
SHIP910821,ORD621959,SND1483,RCV1034,Chennai,Bangalore,UPS,Delhi Hub,18.22,775.8,9,11,Delivered,Bangalore,492.94,Paid,TRK763737,4.2,
SHIP908084,ORD371814,SND1015,RCV6328,Hyderabad,Hyderabad,DHL,Kolkata Hub,17.56,536.04,5,3,Returned,Delhi,1482.95,Failed,TRK535113,,
SHIP205938,ORD258038,SND6809,RCV5638,Mumbai,Kolkata,DHL,Chennai Hub,16.63,1963.55,5,5,Lost,Pune,1462.75,Pending,TRK663723,,
SHIP434423,ORD252653,SND5200,RCV1985,Ahmedabad,Hyderabad,UPS,Chennai Hub,5.26,614.85,4,7,Delayed,Chennai,1401.6,Failed,TRK645870,,
SHIP465283,ORD143538,SND8490,RCV8853,Hyderabad,Kolkata,DTDC,Mumbai Hub,3.42,980.66,1,2,Delivered,Kolkata,977.23,Failed,TRK152714,2.7,
SHIP692189,ORD192244,SND2788,RCV6794,Pune,Hyderabad,UPS,Hyderabad Hub,12.18,913.41,3,1,Delayed,Kolkata,1591.05,Paid,TRK502358,,
SHIP176187,ORD449002,SND5197,RCV3412,Hyderabad,Ahmedabad,India Post,Chennai Hub,17.37,1143.2,3,4,Delayed,Mumbai,634.42,Pending,TRK500708,,
SHIP801484,ORD767501,SND8365,RCV5271,Pune,Mumbai,Blue Dart,Chennai Hub,14.65,593.14,8,11,In Transit,Ahmedabad,1858.45,Failed,TRK956872,,
SHIP209630,ORD590915,SND3500,RCV3098,Ahmedabad,Mumbai,DTDC,Delhi Hub,15.67,1324.24,2,0,Lost,Ahmedabad,1757.08,Paid,TRK550920,,
SHIP476324,ORD598392,SND2789,RCV8728,Mumbai,Ahmedabad,Blue Dart,Hyderabad Hub,12.05,933.29,10,12,Lost,Delhi,1424.95,Paid,TRK611968,,
SHIP505025,ORD948491,SND5022,RCV6695,Hyderabad,Delhi,FedEx,Mumbai Hub,12.54,189.82,8,8,Returned,Delhi,1508.78,Failed,TRK692472,,
SHIP878277,ORD763009,SND7913,RCV6464,Kolkata,Hyderabad,Blue Dart,Chennai Hub,12.66,1784.06,5,3,Returned,Kolkata,691.78,Pending,TRK516689,,
SHIP392984,ORD312717,SND8214,RCV8493,Mumbai,Hyderabad,UPS,Mumbai Hub,10.37,1848.14,10,13,Lost,Kolkata,446.42,Paid,TRK546704,,
SHIP541807,ORD713891,SND8321,RCV6047,Hyderabad,Ahmedabad,Blue Dart,Bangalore Hub,7.93,983.04,1,3,Out for Delivery,Chennai,65.47,Pending,TRK411356,,
SHIP323083,ORD643545,SND3482,RCV1434,Pune,Chennai,UPS,Chennai Hub,13.39,1012.73,4,5,Out for Delivery,Delhi,1609.86,Failed,TRK806034,,
SHIP375244,ORD657803,SND3109,RCV6460,Hyderabad,Kolkata,Blue Dart,Delhi Hub,17.55,1765.93,4,3,Out for Delivery,Bangalore,592.02,Paid,TRK710143,,
SHIP102711,ORD345341,SND6684,RCV8358,Ahmedabad,Chennai,DTDC,Kolkata Hub,15.4,1694.34,7,8,Lost,Delhi,1999.87,Failed,TRK345421,,
SHIP773805,ORD163999,SND3506,RCV4919,Bangalore,Bangalore,Blue Dart,Hyderabad Hub,14,1802.76,5,6,Out for Delivery,Chennai,1770.37,Failed,TRK925798,,
SHIP689186,ORD644565,SND2141,RCV8433,Delhi,Hyderabad,DHL,Hyderabad Hub,18.67,412.88,4,6,Lost,Kolkata,542.16,Pending,TRK377480,,
SHIP515702,ORD963888,SND2846,RCV2918,Delhi,Bangalore,FedEx,Bangalore Hub,15.42,250.53,5,7,Lost,Kolkata,1891.94,Failed,TRK416820,,
SHIP492332,ORD280457,SND4622,RCV9993,Kolkata,Delhi,India Post,Kolkata Hub,10.1,1699.76,4,6,In Transit,Hyderabad,526.72,Failed,TRK621371,,
SHIP686016,ORD785346,SND6278,RCV5659,Kolkata,Mumbai,Amazon Logistics,Delhi Hub,4.5,824.29,4,6,Lost,Bangalore,618.37,Pending,TRK557332,,
SHIP388986,ORD119029,SND7731,RCV8347,Pune,Hyderabad,Blue Dart,Hyderabad Hub,1.74,400.65,7,10,In Transit,Kolkata,388.96,Pending,TRK473606,,
SHIP346758,ORD756459,SND3550,RCV6471,Chennai,Kolkata,India Post,Chennai Hub,3.66,106.58,4,7,Returned,Pune,779.41,Paid,TRK421712,,
SHIP311184,ORD954010,SND5504,RCV2873,Pune,Ahmedabad,Amazon Logistics,Chennai Hub,13.39,1232.66,4,4,In Transit,Bangalore,380.39,Failed,TRK742520,,
SHIP128712,ORD289884,SND6076,RCV6219,Kolkata,Mumbai,Blue Dart,Delhi Hub,18.5,472.77,5,8,In Transit,Kolkata,1125.52,Failed,TRK592407,,
SHIP973688,ORD984625,SND8154,RCV8225,Hyderabad,Kolkata,FedEx,Chennai Hub,4.58,133.49,4,7,Returned,Delhi,453.87,Pending,TRK680248,,
SHIP268673,ORD799336,SND7784,RCV3105,Bangalore,Hyderabad,Amazon Logistics,Hyderabad Hub,14.26,978.76,1,4,Returned,Bangalore,385.91,Paid,TRK381759,,
SHIP411238,ORD521767,SND7911,RCV8125,Mumbai,Pune,Amazon Logistics,Kolkata Hub,11.33,1674.54,3,5,Lost,Delhi,247.52,Pending,TRK686934,,
SHIP217113,ORD806179,SND8497,RCV9101,Delhi,Mumbai,India Post,Hyderabad Hub,2.13,387.78,6,7,Returned,Mumbai,340.38,Paid,TRK300139,,
SHIP423129,ORD754995,SND4333,RCV5949,Ahmedabad,Kolkata,DHL,Mumbai Hub,5.7,298.21,10,11,Delivered,Kolkata,488.9,Paid,TRK321171,2.7,
SHIP855723,ORD956009,SND7870,RCV9715,Kolkata,Kolkata,Amazon Logistics,Bangalore Hub,18.98,1326.49,9,8,Delivered,Kolkata,574.63,Pending,TRK964881,2.8,On-time service
SHIP251463,ORD739724,SND3650,RCV2975,Delhi,Bangalore,DTDC,Mumbai Hub,5.11,721.31,8,8,Out for Delivery,Ahmedabad,350.86,Failed,TRK838672,,
SHIP289784,ORD411536,SND2717,RCV9022,Kolkata,Mumbai,UPS,Delhi Hub,15.23,231.85,9,12,Returned,Delhi,863.75,Pending,TRK633513,,
SHIP549026,ORD467062,SND3933,RCV7944,Bangalore,Delhi,Blue Dart,Chennai Hub,12.36,1951.9,1,1,In Transit,Pune,198.17,Failed,TRK416357,,
SHIP963551,ORD929582,SND3206,RCV7585,Mumbai,Ahmedabad,UPS,Delhi Hub,15.93,1442.79,4,5,Delayed,Delhi,415.2,Paid,TRK284241,,
SHIP263539,ORD119704,SND4985,RCV7870,Delhi,Pune,Blue Dart,Delhi Hub,17.64,1228.15,1,0,Delivered,Pune,831.16,Paid,TRK212173,4.2,Great experience
SHIP630052,ORD500740,SND4039,RCV3504,Ahmedabad,Mumbai,DTDC,Mumbai Hub,19.6,1462.69,2,1,Delivered,Mumbai,660.91,Failed,TRK460536,3.9,Package damaged
SHIP979099,ORD570183,SND3794,RCV1987,Hyderabad,Chennai,Amazon Logistics,Kolkata Hub,4.73,275.24,6,7,In Transit,Pune,957.91,Pending,TRK583211,,
SHIP881080,ORD148866,SND1855,RCV8600,Bangalore,Hyderabad,Amazon Logistics,Delhi Hub,15.8,112.59,5,7,In Transit,Ahmedabad,695.87,Failed,TRK868884,,
SHIP330764,ORD262478,SND8865,RCV5372,Hyderabad,Delhi,Blue Dart,Bangalore Hub,10.5,1334.29,10,9,Delayed,Delhi,389.21,Failed,TRK787820,,
SHIP581484,ORD225793,SND1187,RCV6397,Delhi,Bangalore,Amazon Logistics,Mumbai Hub,17.91,1836.04,4,3,In Transit,Kolkata,485.35,Failed,TRK695000,,
SHIP769383,ORD907941,SND8762,RCV9669,Kolkata,Chennai,FedEx,Mumbai Hub,18.14,1296.09,3,1,Delivered,Chennai,1567.08,Pending,TRK587142,2,
SHIP192582,ORD754261,SND9677,RCV7629,Hyderabad,Hyderabad,India Post,Delhi Hub,8.29,1135.76,7,6,Delivered,Hyderabad,1511.9,Failed,TRK872620,4.5,Great experience
SHIP719623,ORD753409,SND2406,RCV9608,Kolkata,Mumbai,Amazon Logistics,Bangalore Hub,16.34,686.78,1,3,Delayed,Hyderabad,293.54,Pending,TRK149156,,
SHIP766362,ORD950510,SND3982,RCV9381,Pune,Pune,Blue Dart,Chennai Hub,0.81,943.74,9,8,Returned,Hyderabad,272.08,Paid,TRK368572,,
SHIP888560,ORD919304,SND3080,RCV8584,Chennai,Bangalore,India Post,Bangalore Hub,16.98,1673.58,4,3,Returned,Bangalore,1842.32,Pending,TRK197548,,
SHIP515820,ORD288234,SND1347,RCV1822,Hyderabad,Ahmedabad,Amazon Logistics,Bangalore Hub,11.83,166.19,1,3,Out for Delivery,Delhi,1140.24,Pending,TRK584868,,
SHIP187962,ORD681935,SND1571,RCV1670,Bangalore,Chennai,DTDC,Chennai Hub,11.08,111.16,7,6,Returned,Chennai,1186.39,Pending,TRK441466,,
SHIP453012,ORD610941,SND5427,RCV9240,Chennai,Pune,DHL,Kolkata Hub,16.91,497.02,7,9,Delayed,Hyderabad,960.07,Failed,TRK786535,,
SHIP201958,ORD662449,SND5937,RCV2097,Chennai,Bangalore,DHL,Kolkata Hub,1.61,1928.66,5,8,Delayed,Pune,155.96,Pending,TRK870941,,
SHIP147413,ORD932544,SND7327,RCV3424,Chennai,Bangalore,DHL,Chennai Hub,7.82,1565.41,7,7,Lost,Chennai,1585.76,Pending,TRK934742,,
SHIP874051,ORD714205,SND1997,RCV7318,Hyderabad,Kolkata,DHL,Chennai Hub,9.99,183.51,3,3,Returned,Chennai,1234.68,Paid,TRK506205,,
SHIP926340,ORD586225,SND8698,RCV3985,Ahmedabad,Bangalore,Amazon Logistics,Hyderabad Hub,15.4,1060.43,8,7,Delayed,Bangalore,1510.83,Failed,TRK123113,,
SHIP437337,ORD521928,SND2796,RCV7641,Mumbai,Kolkata,India Post,Hyderabad Hub,12.27,758.21,5,6,Delayed,Hyderabad,782.33,Paid,TRK855507,,
SHIP892893,ORD968702,SND2355,RCV8241,Chennai,Pune,Amazon Logistics,Mumbai Hub,11.19,1059.21,1,1,In Transit,Delhi,1315.87,Pending,TRK412746,,
SHIP705672,ORD411817,SND2583,RCV6855,Kolkata,Delhi,DHL,Hyderabad Hub,1.27,1196.82,3,3,In Transit,Mumbai,72.74,Paid,TRK184697,,
SHIP960446,ORD931978,SND2119,RCV1466,Hyderabad,Ahmedabad,FedEx,Bangalore Hub,10.1,1726.68,6,7,Returned,Kolkata,218.4,Pending,TRK547814,,
SHIP743073,ORD436920,SND4285,RCV3741,Kolkata,Bangalore,DHL,Kolkata Hub,6.88,888.54,9,10,Out for Delivery,Mumbai,671.3,Failed,TRK541659,,
SHIP193642,ORD870978,SND7974,RCV8523,Ahmedabad,Bangalore,DHL,Chennai Hub,15,1935.96,6,9,Delayed,Pune,578.57,Pending,TRK631903,,
SHIP421818,ORD845639,SND9596,RCV1699,Mumbai,Pune,India Post,Kolkata Hub,4.82,243.58,10,9,Returned,Kolkata,1474.72,Failed,TRK174852,,
SHIP478305,ORD605499,SND9887,RCV9770,Pune,Hyderabad,DTDC,Chennai Hub,2.23,1196.14,6,6,Lost,Hyderabad,1635.34,Failed,TRK761689,,
SHIP563593,ORD278038,SND8490,RCV6254,Chennai,Delhi,FedEx,Delhi Hub,11.45,99.82,3,2,Delayed,Mumbai,1265.99,Pending,TRK406739,,
SHIP957383,ORD967830,SND3628,RCV2453,Chennai,Ahmedabad,DTDC,Bangalore Hub,11.85,633.92,2,0,Delivered,Ahmedabad,895.37,Pending,TRK309034,4.7,On-time service
SHIP572284,ORD710410,SND7551,RCV6605,Ahmedabad,Mumbai,Blue Dart,Hyderabad Hub,11.64,10.46,7,9,Delivered,Mumbai,1712.08,Paid,TRK692579,4.4,
SHIP544797,ORD861834,SND5604,RCV7105,Ahmedabad,Kolkata,UPS,Bangalore Hub,4.74,248.68,6,5,In Transit,Delhi,419.31,Failed,TRK267464,,
SHIP727109,ORD955654,SND8743,RCV8750,Hyderabad,Pune,Amazon Logistics,Kolkata Hub,15.11,1015.71,6,6,Out for Delivery,Delhi,702.09,Paid,TRK959058,,
SHIP934960,ORD622695,SND6950,RCV3659,Ahmedabad,Ahmedabad,DHL,Mumbai Hub,5.09,761.7,1,4,Delivered,Ahmedabad,1695.95,Pending,TRK593171,2.9,Late delivery
SHIP249092,ORD106226,SND9762,RCV3319,Ahmedabad,Mumbai,Blue Dart,Chennai Hub,15.84,715.77,10,8,Delayed,Pune,475.83,Paid,TRK182301,,
SHIP765622,ORD745933,SND6607,RCV1438,Mumbai,Ahmedabad,Blue Dart,Hyderabad Hub,19.74,1948.01,4,7,Lost,Kolkata,1165.79,Pending,TRK459429,,
SHIP359918,ORD386765,SND5560,RCV9389,Delhi,Bangalore,Amazon Logistics,Delhi Hub,14.7,722.58,9,7,Delayed,Kolkata,1152.81,Failed,TRK763171,,
SHIP412151,ORD473627,SND2661,RCV7513,Chennai,Ahmedabad,FedEx,Delhi Hub,13.05,1359.63,2,1,Out for Delivery,Kolkata,663.77,Pending,TRK399738,,
SHIP184314,ORD986880,SND1512,RCV9187,Kolkata,Bangalore,Blue Dart,Chennai Hub,0.86,235.95,9,10,Lost,Bangalore,1394.43,Failed,TRK511985,,
SHIP263970,ORD288763,SND4597,RCV6933,Delhi,Hyderabad,FedEx,Chennai Hub,13.42,826.06,4,4,Delayed,Ahmedabad,1547.48,Pending,TRK168243,,
SHIP662921,ORD356521,SND1846,RCV6708,Delhi,Pune,DTDC,Kolkata Hub,13.26,575.03,4,6,Lost,Mumbai,736.94,Failed,TRK112285,,
SHIP578550,ORD751085,SND1601,RCV7797,Ahmedabad,Pune,Amazon Logistics,Kolkata Hub,14.76,1273.19,8,11,Returned,Ahmedabad,923.13,Pending,TRK282719,,
SHIP564253,ORD753143,SND5642,RCV3752,Ahmedabad,Ahmedabad,India Post,Mumbai Hub,3.98,961.44,1,2,Delivered,Ahmedabad,88.51,Paid,TRK566818,3.4,
SHIP767407,ORD742877,SND6240,RCV1476,Bangalore,Chennai,India Post,Hyderabad Hub,14.27,444.88,8,9,Out for Delivery,Mumbai,765.34,Pending,TRK924142,,
SHIP650884,ORD250685,SND5162,RCV5038,Kolkata,Chennai,FedEx,Hyderabad Hub,15.97,698.07,3,5,Delivered,Chennai,1545.35,Paid,TRK967350,3.5,
SHIP270886,ORD826093,SND4863,RCV3365,Delhi,Mumbai,Blue Dart,Kolkata Hub,7.98,1413.68,4,3,In Transit,Kolkata,1906.65,Pending,TRK530660,,
SHIP124393,ORD326826,SND6806,RCV9472,Chennai,Bangalore,UPS,Mumbai Hub,17.73,1179.33,3,2,Delayed,Chennai,355.38,Pending,TRK360495,,
SHIP608826,ORD730793,SND3616,RCV7142,Pune,Pune,Amazon Logistics,Mumbai Hub,9.42,47.44,2,2,Out for Delivery,Kolkata,1853.75,Pending,TRK437898,,
SHIP848347,ORD706964,SND4337,RCV9941,Chennai,Hyderabad,FedEx,Hyderabad Hub,13.62,92.54,2,3,Delayed,Ahmedabad,516.14,Paid,TRK271867,,
